tid,track,track_url,release_date,duration_ms,explicit,track_popularity,markets,albid,album,album_type,artid,artist,genres,artist_popularity,danceability,instrumentalness,speechiness,valence,loudness,added_at,lyrics
3T70nVbfPr7o6l6Pae1p47,Single,https://open.spotify.com/track/3T70nVbfPr7o6l6Pae1p47,2023-10-11,167767,False,38,185,0lpxbiuXWT5ofEGgo3Yh9h,LOVE AND CHAOS,album,0GGKrcPOlBkmBzQDf2Ogkl,Kuami Eugene,"['afrobeats', 'asakaa', 'azonto', 'hiplife']",50,0.871,0.0319,0.0551,0.573,-5.122,2024-08-25,
1AtBzcUzKLh4BGwXhFA9K6,Ojuelegba,https://open.spotify.com/track/1AtBzcUzKLh4BGwXhFA9K6,2017-09-17,216242,False,61,185,3K4CaKaEcLuJkJZ3lATzrq,Ayo,album,3tVQdUvClmAT7URs9V3rsp,Wizkid,"['afrobeats', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",78,0.645,0.000283,0.0351,0.903,-5.888,2024-08-25,"[""(It's Legendury Beatz)"", 'Yea, yea, yea, yea', 'Wizzy baba o', 'Dami loun oluwa wizzy', 'Ni ojuelegba', ""They know my story, from Mo'Dogg's studio"", 'I be hustle to work, ehh', 'Ni ojuelegba, o', ""Me and Silly, from Mo'Dogg's studio"", 'We been hustle to work, ehh', 'Ni ojuelegba, o', 'My people dey there, my people suffer', 'Dem dey pray for blessing, ehh', 'Ni ojuelegba, o', 'My people dey there, dem dey pray for blessing', 'For better living, eh, eh', 'Kilo dale', 'Aiye o le to yen o', 'Aiye o ni double', 'Adura lo le se o', 'Call on daddy, baba God', 'Adura a gba o', 'Tisu eni ba dele', 'A fowo bo n je', 'I am feeling good tonight', 'This thing got me thanking God for life', ""Oh, I can't explain"", ""I can't explain, eh, yea"", 'I am feeling good tonight', 'This thing got me thanking God for life', ""I can't explain"", ""I can't explain, eh, yea"", 'I say', 'Ni ojuelegba', ""They know my story, from Mo'Dogg's studio"", 'I be hustle to work, eeh', 'Ni ojuelegba', ""Me and Silly from Mo'Dogg's studio"", 'We been hustle to work', 'See eh e kira fun mummy mi o', ""Ojojumo lo n s'adura"", 'Mon jaiye mi won ni won soro ju', 'Ojojumo owo n wole wa', 'E kira fun mummy mi o', ""Ojojumo lo n s'adura"", 'Mon jaiye mi won ni won soro ju', 'Won ni won ni won soro ju', 'I am feeling good tonight', 'This thing got me thanking God for life', ""Oh I can't explain"", ""I can't explain, eh, yea"", 'I am feeling good tonight', 'This thing got me thanking God for life', ""Oh I can't explain"", ""I can't explain, eh, yea"", 'Suka Sounds', 'Yea, eh, eh']"
78OD9RZjAyQcfsAigmRuGs,Kilofeshe,https://open.spotify.com/track/78OD9RZjAyQcfsAigmRuGs,2020-11-27,165000,False,51,185,4rcjl8nuXNh4cZDaavVoib,Kilofeshe,single,6Kp3KWPiVgi33DkJqo9T4g,Zinoleesky,"['afrobeats', 'nigerian pop']",59,0.901,5.49e-06,0.0584,0.714,-5.323,2024-08-25,"['Omo mo ma gapa gan', 'I be good bad boy no choice', 'Feeling the game not long', 'Shebi na we sing am come', 'Extraordinary things am doing', 'Ordinary things no fit move me again \xa0', 'Extraordinary things am doing', 'Ordinary things no fit move me again , again no mo', 'O sheun ti o fe she', 'Kilofeshe', 'O sheun ti o fe she', 'Iba no dey give me headache', 'sheun ti o fe she', 'Kilofeshe', 'O sheun ti o fe she', 'Iba no dey give me headache', 'In the club all night', 'Many things I don shack', 'Omo boy don high', 'Gas me up no time , no time', ""Oh wow i'm trending and I don't know why"", 'Onisokuso', 'Ta lo so pe omo yen o mo Orin ko', 'Onisokuso', 'If you get machete mo ni igbon', 'But ke mi sha ti lowo', 'Ke mi ba le nawo', ""Awon ? I don't know"", 'Life is hollow', ""You don't know tomorrow"", 'Oh oh oh', 'Extraordinary things am doing', 'Ordinary things no fit move me again \xa0', 'Extraordinary things am doing', 'Ordinary things no fit move me again , again no mo', 'O sheun ti o fe she', 'Kilofeshe', 'O sheun ti o fe she', 'Iba no dey give me headache', 'sheun ti o fe she', 'Kilofeshe', 'O sheun ti o fe she', 'Iba no dey give me headache']"
2mJs0gLnOGASpyucQrroJa,Fire on Me,https://open.spotify.com/track/2mJs0gLnOGASpyucQrroJa,2024-07-19,134187,True,54,184,3cuQSfweyhIUnQIHdb3KcT,Fire on Me,single,12kjvw4e3gLp6qVHO65n7W,Blaqbonez,"['afrobeats', 'nigerian hip hop', 'nigerian pop']",58,0.321,3.17e-05,0.242,0.668,-5.37,2024-08-25,
3sKBph3ElueH1dVLmkHWZZ,YAYO,https://open.spotify.com/track/3sKBph3ElueH1dVLmkHWZZ,2024-07-10,150760,False,71,183,2DDaN7Pgx9uDPd8IbWWW9H,HEIS,album,46pWGuE3dSwY3bMMXGBvVS,Rema,"['afrobeats', 'nigerian pop']",79,0.732,0.0,0.0424,0.506,-4.58,2024-08-25,"['Forget, forget fugazi', 'Land for Pinnock, cost me a Richard Millie', 'That same week, I cop me a new car key', 'All the gyal dem love oh, what a feeling', 'I am shining, neck and my wrist icy', 'Water no get enemy but they hating on my water Fiji', ""Early morn'"", 'Early mo-morning, I dey bomb', ""I dey cash out on a norm'"", 'I give all glory to God', 'I dey on soft, rocking Alexander Wang', 'I dey kpolo, I dey ball', 'Day and night we having fun', 'Yippy yayo, yippy yaya, yippy yayayo', 'All my guys we stay steady high oh', 'Mix the ganja with tobacco', 'Too many motor for my yard oh', 'I dey find how I go pack am oh', 'Money yakpa for my bank oh', 'How to make money is all I know', 'Omo, I wan pa won', 'I get too many hits, I get jam oh', ""It's going, it's going, can't you see it's going?"", 'Omo, I dey do gra-gra, like showkey', ""I no dey 'gree for anybody"", 'I be trouble maker, I dey worry', 'I no dey tell anybody sorry', 'Yeah, I dey give close marking', 'I dey run everything on a low-key', ""I get one baddie wey sabi the, the sabili', the sability"", 'I get too many facility', 'Diamond only in highest purity', 'Shamayan all night, then wake up and repeat', 'Sapa no been let me sleep, now I dey on litty', ""Early morn'"", 'Early mo-morning, I dey bomb', ""I dey cash out on a norm'"", 'I give all glory to God', 'I dey on soft, rocking Alexander Wang', 'I dey kpolo, I dey ball', 'Day and night we having fun', '(Gi-, Gi-Gi-Giddem)', 'Yippy yayo, yippy yaya, yippy yayayo', 'All my guys we stay steady high oh', 'Mix the ganja with tobacco', 'Too many motor for my yard oh', 'I dey find how I go pack am oh', 'Money yakpa for my bank oh', 'How to make money is all I know (Yippy yayo, oh)', 'Yippy yayo, yippy yaya, yippy yayayo (Yippy yayo, oh)', 'All my guys we stay steady high oh', 'Mix the ganja with tobacco (Mix gan-gan, kpami oh)', 'Too many motor for my yard oh', 'I dey find how I go pack am oh', 'Money yakpa for my bank oh', 'How to make money is all I know']"
2dKNNXNA711WQPo7VkS1m0,Fearless,https://open.spotify.com/track/2dKNNXNA711WQPo7VkS1m0,2023-11-30,177411,False,43,185,2bh6NRrRmiKVSST5ia5JpK,African Royalty,album,0oKNR4ahj1CPnK2kQmbOfo,Flavour,"['afrobeats', 'afropop', 'azontobeats', 'igbo pop', 'nigerian pop']",55,0.722,0.000129,0.209,0.867,-9.274,2024-08-25,"['Give me chance', 'Anochikwena uzo ', 'I kwuchikwe m uzo na aga m ajamukwa gi', 'Kpoi ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'The king is here', 'Make everybody dobale o', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'Anya fulu ugo daa ', 'Na anaa afu ugo dadaa ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'The king is here', 'Make everybody prostrate o', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'Fearless', 'Atuegwu', 'I si na o ma m ba', 'O buru ogwu na o man le', 'Fearless ', 'Lion heart ', 'I si na o ma m ba', 'O buru ogwu na o man le', 'Unshakable Unstoppable ', 'Ijele nwa ', 'Mmanwu jee mmanwu a naa ', 'Agbara nwa', 'O kwulu o kaa ', 'Ejyk nwamba', 'O salugo oku ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'The king is here', 'Make everybody dobale o', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'Anya fulu ugo daa ', 'Na anaa afu ugo dadaa ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'The king is here', 'Make everybody prostrate o', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'Ah eh... Omogu adigo tight o', 'I bukwa ike', 'I bukwa ike e ji eme Odogwu ', 'Ah eh omogu adigo tight o', 'I bukwa ike ', 'I bukwa ike e ji aba mba', 'Fearless', 'Atuegwu', 'I si na o ma m ba', 'O buru ogwu na o man le', 'Fearless ', 'Lion heart ', 'I si na o ma m ba', 'O buru ogwu na o man le', 'Unshakable Unstoppable ', 'Ijele nwa ', 'Mmanwu jee mmanwu a naa ', 'Agbara nwa', 'O kwulu o kaa ', 'Ejyk nwamba', 'O salugo oku ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", ""Ijele puta mmanwu kwu n'ogbo ga-apasagodi alu"", ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi"", 'Anya fulu ugo daa ', 'Na anaa afu ugo dadaa ', ""Ijele puta mmanwu kwu n'ogbo ga-echelugodi""]"
3IOH028AYanK51Xx1xrSOV,Billionaire,https://open.spotify.com/track/3IOH028AYanK51Xx1xrSOV,2019-10-04,213812,False,40,185,5l9ur78Pb77D1yBO04EcMA,Billionaire,single,3ukrG1BmfEiuo0KDj8YTTS,Teni,"['afrobeats', 'afropop', 'nigerian pop']",51,0.807,0.0,0.0998,0.829,-5.316,2024-08-25,"['Doctor Dolor Entertainment', 'Wanna make my love on the moon', 'Dancing to my tunes,', 'Is too much, is not too much', 'I wanna be on Forbes list,', 'If wishes were horses, is too much', ""It's not too much"", ""Shebi omoba ni mi, mo tun wo dansakati s'ese"", 'Shebi omoba ni mi', ""Omo'ba i ma ki so'jo"", ""Omo'ba i ma ki n foya"", ""Omo'ba ni mi, eeh yeah"", 'I wanna wake up in a Lamborghini, aie', 'I wan chop life for Santorini,', 'Make money, touch the ceiling oouuuh yeahooooh yeah yeah', ""Shebi omoba ni mi, mo tun wo dansakati s'ese"", 'Shebi omoba ni mi', ""Omo'ba i ma ki so'jo"", ""Omo'ba i ma ki n foya"", ""Omo'ba ni mi, eeh yeah"", 'Yeah eeh, I wanna be a billionaire', 'Billionaire yeah yeah,', 'I wanna be a billionaire, billionaire yeah eeeh ee', 'Iyalaya anybody oh, anybody oh yeah (yeh yeh yeh yeh)', 'Otedola o lori meji oh, lori meji oh yeah (yeh yeh yeh, yeh yeh yeh)', 'I wanna be a billionaire, billionaire yeah yeah', 'I wanna be a billionaire, billionaire yeah yeah', 'Billionaire, mo fe lowo', 'Mo fe lalu', 'Mo fe yogan', ""Mo fe Di'gba"", ""Mo fe Di'gba, mo fe Di'gba"", ""\xa0Mo fe lowo, mo fe Di'gba"", ""Mo fe lowo, mo fe Di'gba"", 'mo fe lowo oj', 'Otedola o lori meji oh, lori meji oh yeah', 'Adenuga o lori meji oh, lori meji oh yeah', 'I wanna be a ... billionaire']"
7xLP9GqWARDKSoGPsU3126,45,https://open.spotify.com/track/7xLP9GqWARDKSoGPsU3126,2022-10-05,172800,True,51,185,7mnGUuvsSbUHZdKkJYdmOg,The Villain I Never Was,album,2LiqbH7OhqP0yuaG8VL1wJ,Black Sherif,"['afrobeats', 'ghanaian pop', 'nigerian pop']",63,0.855,0.0,0.163,0.463,-7.094,2024-08-25,"['Fortified (Fuego)', 'My nigga this shit divine', 'I said it, I did it', 'No lie', 'Everything checked no decline', 'Nobody fit tell me how this shit goes', ""If I fail, I needed that I'll come back stronger"", ""I love to learn that way that's how I grow"", ""A tough skin, that's the trauma child code"", 'Easy brrr go easy', 'Spend a lotta time on your self', ""I don't care about me no more"", ""I'm only bout survival"", 'Easy brrr go easy', 'Spend a lotta time on your self', ""I don't care about me no more"", 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Kwaku Rasta eh', 'Trapping my way up', 'Doing this shit my way', ""I really don't fuck with pagans"", 'Nny3 sikas3m dea later', 'Told you guys s3 menfri ha', '4 hours drive to my homeland', 'I learned this shit the hard way man', 'Slwhy i move like a jail man', 'Scars on my face mabr3 o jack', 'Jigga dem lied on my name', ""I couldn't do shit bout it"", 'Nti na daadaa you go see me then I frustrate', 'Oh my days', 'Which kind world be this', 'Jigga dem lied on my name', ""And I couldn't do shit bout it"", 'Dem dey take my bread from my mouth', 'They no want make jigga eat', 'Oh my days', 'Which kind world be this?', 'Oh I say', 'Easy brrr go easy', 'Spend a lotta time on your self', ""I don't care about me no more"", ""I'm only bout survival"", 'Easy brrr go easy', 'Spend a lotta time on your self', ""I don't care about me no more"", 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko', 'Sɛ meyɛ aa na mewu aa na meko']"
4KlkxBdofvS4uIFsGB2YvI,Jama Jama,https://open.spotify.com/track/4KlkxBdofvS4uIFsGB2YvI,2023-08-25,171691,False,57,185,1w3GPEfO6VUNCCGcH4MKEK,Jama Jama / Another Day,single,4kuHnKdDObYPKYPcyJC4f6,Ayo Maff,['viral afropop'],62,0.567,7.39e-06,0.0507,0.417,-11.366,2024-08-25,
7FB5261Iv3MRbSz13HYP5l,Different Pattern,https://open.spotify.com/track/7FB5261Iv3MRbSz13HYP5l,2023-12-08,123333,False,66,185,25W5Z67RX9uv82fijyx9Yk,NAHAMciaga,single,4zmZ8lVLzGc84S4v2B1rLx,Seyi Vibez,"['afrobeats', 'nigerian pop']",71,0.691,0.0,0.0657,0.972,-6.873,2024-08-25,
1YQAHol95T2hkZISywS0VO,ROAD RUNNERS (feat. Black Sherif),https://open.spotify.com/track/1YQAHol95T2hkZISywS0VO,2023-10-27,146000,False,48,184,0PhhdE2E1kmaCWIvomj6Fj,Emeka Must Shine,album,12kjvw4e3gLp6qVHO65n7W,Blaqbonez,"['afrobeats', 'nigerian hip hop', 'nigerian pop']",58,0.381,0.0,0.172,0.214,-3.483,2024-08-25,
2RcjfRvmKaVk2wlNVtzSaC,Tonight,https://open.spotify.com/track/2RcjfRvmKaVk2wlNVtzSaC,2017-08-04,210730,True,45,185,1lAl19ypJvU4DLwV8xMEYf,"R2Bees, Vol. 2",album,0LFsP7WPfu5inz9a1amcE4,R2Bees,"['afrobeats', 'ghanaian hip hop', 'ghanaian pop']",46,0.657,4.84e-06,0.153,0.822,-4.763,2024-08-25,
5JGGx9Lv5VqXSGsuiOtIfZ,Puul,https://open.spotify.com/track/5JGGx9Lv5VqXSGsuiOtIfZ,2024-02-13,172486,False,56,185,7KKdwqiI0wG0pzpaDN7cTj,Puul,single,3WDXKsCKcxJhvrvpdg5IGI,Lasmid,['ghanaian pop'],56,0.699,0.21,0.0314,0.774,-6.527,2024-08-25,
6k3CT0rYjq2zXq4kxPPTZE,Do Me Nice,https://open.spotify.com/track/6k3CT0rYjq2zXq4kxPPTZE,2019-12-13,257683,False,45,185,46m9079uCxKSFAwMFfadwf,The Palmwine Express,album,0XqLMMiljB30SqHKV9PYsD,Show Dem Camp,"['afrobeats', 'alte', 'nigerian hip hop', 'nigerian pop']",51,0.518,0.192,0.329,0.532,-7.733,2024-08-25,
2ruXXt5eDmdm35hTCnGy0s,Know You,https://open.spotify.com/track/2ruXXt5eDmdm35hTCnGy0s,2020-04-09,230020,False,46,140,7Lx1a9NN4ns7NIEvVCzzWu,Know You,single,379IT6Szv0zgnw4xrdu4mu,LADIPOE,"['afrobeats', 'nigerian pop']",53,0.632,2.8e-06,0.253,0.359,-6.727,2024-08-25,"['I really wanna tell you how my day went', '(How my day went)', 'Really want to spend the weekend', '(Babe)', ""I for show you this thing I'm feeling"", '(Oh yeah)', ""But I don't really know you that well"", 'I really wanna kiss you in the face babe', '(In the face baby)', 'And maybe every other place baby', 'E be like say I no remember say I', 'Say I no really know you that well', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", '(Know you that well)', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", ""I'm too polite to insult your intelligence why?"", 'Do I believe that we have met, maybe not in this life', ""Time's frozen for a second so I'm thinking tonight"", 'We break the ice, or better still we can set it aside', 'Temporarily, my temperature is telling me', 'That you got me so hot stop girl there is no remedy I', ""But you don't know me well enough to reply"", ""And I don't really know you that well"", ""It's funny, you have something in your teeth"", 'But would you try to stop me if I want to take it out', ""Coz you don't know me properly"", 'Girl, I think you lovely, but you turn this bad boy into a busy body', ""I see you're to busy for me (yeah right)"", ""Or maybe I'm just busy forming (nah)"", 'Will you call me', ""When you're ready for me"", ""It's crazy baby"", ""How I don't care at all"", ""That I don't really know you that well"", 'I really wanna tell you how my day went', '(How my day went)', 'Really want to spend the weekend', '(Babe)', ""I for show you this thing I'm feeling"", '(Oh yeah)', ""But I don't really know you that well"", 'I really wanna kiss you in the face babe', '(In the face baby)', 'And maybe every other place baby', 'E be like say I no remember say I', 'Say I no really know you that well', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", '(Know you that well)', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", 'So you be my controller', 'See me see this paroller', 'I just wanna come home to you', 'Spend every night telling bad jokes to you', 'Be my boyfriend', ""I'll be up in my boyfriend jeans"", 'Have a baby with my boyfriend genes', ""If you were my boyfriend I'll be up in my boyfriend dreams"", ""But I don't really know you that well"", 'I wanna grow old with you', 'Do this life with you', 'Ride or die for you', ""But I don't really know you that well"", 'I really wanna tell you how my day went', '(How my day went)', 'Really want to spend the weekend', '(Babe)', ""I for show you this thing I'm feeling"", '(Oh yeah)', ""But I don't really know you that well"", 'I really wanna kiss you in the face babe', '(In the face baby)', 'And maybe every other place baby', 'E be like say I no remember say I', 'Say I no really know you that well', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", '(Know you that well)', 'Aye-Aye', 'We can go there if you', '(If I)', ""Want to, but me I don't know"", '(Oh no)', 'Why I think I love you', ""When I don't really know you that well"", 'Ay-ya-ya-ya-yai', '(No no)', 'Ay-ya-ya-ya-yai', ""(I don't really know know)"", 'Ay-ya-ya-ya-yai', '(But you knew that)', 'Ay-ya-ya-ya-yai']"
4xcfREMkyC8hiIt9erLsPI,Back To Me,https://open.spotify.com/track/4xcfREMkyC8hiIt9erLsPI,2021-10-01,184032,False,7,185,02xfm0sCyNmye6nRdnclFG,Voice Of Olive,album,7btlkinj8Rvu8FRerW2COe,Charass,['igbo pop'],10,0.805,0.0,0.0904,0.781,-3.943,2024-08-25,
0bD5absNa8ddVMU2ltd4wO,Time Na Money,https://open.spotify.com/track/0bD5absNa8ddVMU2ltd4wO,2024-02-20,167500,False,17,185,37zIScNppe9kbm4batvert,Time Na Money,single,471qbXz9E4x8plVhUAKkmM,Adaorah,[],12,0.818,0.000132,0.0578,0.804,-5.976,2024-08-25,
6fUU7DGpNxZeTDgHHP2DqX,See Finish,https://open.spotify.com/track/6fUU7DGpNxZeTDgHHP2DqX,2023-11-17,180000,False,46,184,03pDzWfMzVVQL3BRVIutJn,Qing Madi,album,0ZvsEkINadmEV4qzS4ollh,Qing Madi,"['afrobeats', 'viral afropop']",60,0.626,5.85e-05,0.0698,0.413,-8.769,2024-08-25,
0sMRKQTCPf3zHOrF33nL2t,Notice Me,https://open.spotify.com/track/0sMRKQTCPf3zHOrF33nL2t,2023-08-25,139432,False,44,185,4zh7c9O9yMVpR9xxvajv1g,Notice Me,single,0PC3YLVMq3svBBqVtgrDI9,Guchi,['sierra leonean pop'],40,0.782,0.00646,0.0633,0.672,-5.431,2024-08-25,"[""I don't wanna fall in love "", 'But for you I will', ""I don't wanna waste no time"", ""But with you I'm free"", 'For my eyes, for my eye.', ""You can't do no wrong"", 'You got me all the time ', 'All the time.', ""They don't understand the things"", 'That you do to me', 'Supernatural yea ', 'Not in this life yea', ""I can't find no one like you "", 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you do to me', 'Look at what you do to me', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Since I don Dey show you love', 'Jejely jejely jejely jejely o', 'You put me inside your Konkoni', 'Konkoni konkoni konkoni my baby oh', 'You don dey commit felony', 'Felony felony felony ', 'I don choke oh', 'With this your love daddy yo', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Look at what you did to me', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Since I don dey show you love', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Look at what you did to me', 'Na today you go notice me', 'Since I don dey show green light', 'Look at what you did to me', 'Since I don dey show you love', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Look at what you did to me', 'Na today you go notice me', 'Since I don dey show green light ', 'Look at what you did to me', 'Since I don Dey show you love']"
3rRKu7N2zRgb0pF9DLrrBI,by now,https://open.spotify.com/track/3rRKu7N2zRgb0pF9DLrrBI,2022-09-23,164121,True,58,184,0Tm2AxwlhkZ234TRIe7IoY,Sad Romance,album,048LktY5zMnakWq7PTtFrz,CKay,"['afro r&b', 'afrobeats']",68,0.587,0.033,0.0593,0.793,-3.813,2024-08-25,"['Yeah', 'Shimmy, shimmy, shimmy ya, shimmy, shimmy ya, shimmy ya, oh, oh', 'She no dey wear brazziere when she see me, yeah, see me, yeah, oh, oh', 'Nobody wickeder than you, shawty', 'Why you dey catch my cruise on?', 'I should be beside and inside you', 'Shawty, oh, woah-woah', 'By now', ""We suppose don't fuck by now"", ""How you go dey tease me up 'til now? Woah"", ""Ayy, up 'til now, woah"", 'Make I turn your body upside down', 'Make our neighbors hear the sound', ""It's me and you, no one's around, oh"", ""And no one's around, oh"", 'Ra-ra, woah', 'Woah, nobody go know, oh-oh', 'Ra-ra, woah', 'Woah, nobody go know, oh-oh', 'Yoyo bitters', 'The ting dey bitter like yoyo bitters', ""When you're not around me"", 'E be like sey I dey for hospital', 'I know what you like', 'I know what you like', 'I see it in your eyes', 'But you too dey disguise', 'No go slogodo', 'Are you a bad bitch or are you a cat fish?', 'The story don dey long', ""If I no pick your call, it's not my fault, woah-woah"", 'By now', ""We suppose don't fuck by now"", ""How you go dey tease me up 'til now? Woah"", ""Ayy, up 'til now, woah"", 'Make I turn your body upside down', 'Make our neighbors hear the sound', ""It's me and you, no one's around, oh"", ""And no one's around, oh"", 'Ra-ra, woah', 'Woah, nobody go know, oh-oh', 'Ra-ra, woah', 'Woah, nobody go know, oh-oh', 'Yoyo bitters', 'The ting dey bitter like yoyo bitters', ""When you're not around me"", 'E be like sey I dey for hospital']"
1zbfB0DHDtMLR8YZrtTqjU,Gear,https://open.spotify.com/track/1zbfB0DHDtMLR8YZrtTqjU,2024-08-09,158400,False,48,185,5FcfOy05bLckasiQQHpR1X,Gear,single,36cvcz2WaGMpYLeFaeWZUG,Chop Daily,['afroswing'],55,0.757,3.56e-05,0.187,0.559,-7.539,2024-08-25,
7dcr2Uhxl9UvFpc1LgMVdt,Lifestyle (feat. Magnito),https://open.spotify.com/track/7dcr2Uhxl9UvFpc1LgMVdt,2024-08-09,170526,False,47,184,0Z0XLLoN98NG1YgG15n4uX,Lifestyle (feat. Magnito),single,5o0KEMdyrT6tA9YwhI43R8,DJ Shawn,[],31,0.662,0.0,0.265,0.475,-14.659,2024-08-25,
1mk8ZC9OeTZMr8Wy31LqRj,FEEL,https://open.spotify.com/track/1mk8ZC9OeTZMr8Wy31LqRj,2023-03-30,154512,False,67,184,6lI21W76LD0S3vC55GrfSS,Timeless,album,0Y3agQaa6g2r0YmHPOO9rh,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']",72,0.837,0.176,0.08,0.529,-6.21,2024-08-25,"[""I'll be on the phone"", 'Calling you tonight', 'I want make you feel me', 'Make we no dey fight', 'I no wan sleep alone', 'Wanna hold you tight', 'Water full my eyes', ""But I'll be alright"", 'Forever', 'O ma la tan', 'O ma gba, o ma ke tan', 'Ibebe idi e', 'O ma shitan o', 'Say dem go feel it', 'Dem do run it down', 'Dem go hold it down', 'Dem go', 'Say dem go feel it', 'Dem do run it down', 'Dem go hold it down', 'Dem go', 'I be talking to myself', 'And I no even notice', 'She gat me feeling like a zombie', 'And she dey shoot like Chuck Norris', 'The way she put her body down', 'You got me falling truly', 'I just touched down', 'Wanna see you now', ""'Cause have been on the phone"", 'Calling you tonight', 'I want make you feel me', 'Make we no dey fight', 'I no wan sleep alone', 'Wanna hold you tight', 'Water full my eyes', ""But I'll be alright"", 'Forever', 'O ma la tan (Aya!)', 'O ma gba, o ma ke tan', 'Ibebe idi e', 'O ma shitan o', 'Say dem go feel it', 'Dem do run it down', 'Dem go hold it down', 'Dem go', 'Say dem go feel it', 'Dem do run it down', 'Dem go hold it down', 'Dem go']"
3fZYGnVtUK1rhKfauLzwP5,Remedy,https://open.spotify.com/track/3fZYGnVtUK1rhKfauLzwP5,2024-02-21,154133,True,33,185,37VktnO8JlnUEK6KcnaQDh,Remedy,single,0Fb9qTWnjsB90xH3zWr4oa,Kareen Lomax,[],53,0.475,0.00392,0.118,0.49,-8.906,2024-08-25,"[""What I look like lettin' niggas get to me?"", 'Waste of my time, they see what they wanna see', ""Fragile heart, I'ma tread with it carefully"", ""'Cause I love myself, that's the remedy, ah-ah"", 'In a strange place, far from where I came from', ""Did I make a mistake movin' for the rhythm?"", 'The only thing I found in L.A. was lost souls the ones who throw stones living in glass homes', 'But it is what it is', ""Remind myself 'cause sometimes I forget that"", ""Wakin' up is an accomplishment"", ""Even when I add up all the positive shit be feelin' like the opposite"", ""What I look like lettin' niggas get to me?"", 'Waste of my time, they see what they wanna see', ""Fragile heart, I'ma tread with it carefully"", ""'Cause I love myself, that's the remedy, ah-ah"", 'Everything they said I could do came through', 'Like I had hit the dance floor, I stayed with the moves', ""That's why when I leave earth, I got nothin' to prove"", 'My whole life is the proof, live the life that I choose if no one approves', 'No matter who ridicules only God makes the rules', ""Tell my worst critic I'm still droppin' it, a hater they not stoppin' shit"", ""That's just my prerogative, I'm not gon do the politics"", ""What I look like lettin' niggas get to me?"", 'Waste of my time, they see what they wanna see', ""Fragile heart, I'ma tread with it carefully"", ""'Cause I love myself, that's the remedy, ah-ah"", ""What I look like givin' niggas energy?"", ""On a tightrope, walkin' through the industry"", ""Fragile heart I'ma love with it carefully"", ""'Cause I love myself that's the remedy, ah-ah""]"
0ohb1RCeSj0Ic9DYGzzziv,TREASURE,https://open.spotify.com/track/0ohb1RCeSj0Ic9DYGzzziv,2023-11-10,167468,False,40,185,6myNLmzaGfx0ZUMTI61CgG,TREASURE,single,2TQT9f1Kn5DhKVULYFBq8Q,VASA,['viral afropop'],43,0.735,0.402,0.0707,0.545,-5.252,2024-08-25,
